JW_ID	ECK number	B number	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	Yield(uM)	Yield(ug/ml)	Minus Sol	TF Sol	GroE Sol	KJE Sol	Minus(uM)	TF(uM)	GroE(uM)	KJE(uM)	Minus(ug/ml)	TF(ug/ml)	GroE(ug/ml)	KJE(ug/ml)	Calculated MW(kDa)	Calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW5748	ECK4211	b4215	ytfI	ytfI		14	0.4	16	11.07	27.92	21.96	77.79	0.904	1.041	0.989	0.846	32.44	37.36	35.49	30.36	35.897	6.96	o	predicted protein	Cytoplasmic		
JW4175	ECK4212	b4216	ytfJ	ytfJ	ecfJ	18	0.9	19													20.4	9	pr	predicted transcriptional regulator	Periplasmic		
JW4178	ECK4215	b4219	msrA	msrA	pmsR -!- pms	85	0.7	17													23.3	5.8	e	methionine sulfoxide reductase A	Cytoplasmic		55068; Peptide methionine sulfoxide reductase
JW4185	ECK4222	b4226	ppa	ppa		93	1	20													19.7	5.9	e	inorganic pyrophosphatase	Cytoplasmic	2EIP	50324; Inorganic pyrophosphatase
JW4186	ECK4223	b4227	ytfQ	ytfQ		90	0.9	32													34.3	8.1	pt	predicted sugar transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53822; Periplasmic binding protein-like I
JW4193	ECK4229	b4234	yjgA	yjgA	x96	82	0.9	20													21.3	6.3	o	conserved protein	Cytoplasmic		
JW4200	ECK4236	b4241	treR	treR		32	1.3	46													34.5	8.5	r	DNA-binding transcriptional repressor	Cytoplasmic		47413; lambda repressor-like DNA-binding domains 53822; Periplasmic binding protein-like I
JW4204	ECK4240	b4245	pyrB	pyrB		79	1.5	50													34.4	6.7	e	aspartate carbamoyltransferase, catalytic subunit	Cytoplasmic	1EKX	53671; Aspartate/ornithine carbamoyltransferase
JW4207	ECK4243	b4249	yjgI	yjgI		92	2.6	64													24.6	8.2	pe	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW4208	ECK4244	b4251	yjgJ	yjgJ		39	0.3	7													21.5	7.6	pr	predicted transcriptional regulator	Cytoplasmic		46689; Homeodomain-like
JW4223	ECK4259	b4266	idnO	idnO	yjgU	48	0.7	20													27.5	6.6	e	5-keto-D-gluconate-5-reductase	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW4225	ECK4261	b4268	idnK	idnK	gntV	90	0.3	7													21	7.6	e	D-gluconate kinase, thermosensitive	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW4247	ECK4277	b4287	fecE	fecE		5	2.1	60	16.62	18.78	45.91	20.13	3.825	3.211	3.467	3.848	107.73	90.44	97.66	108.37	28.167	8.48	h	KpLE2 phage-like element; iron-dicitrate transporter subunit ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW4248	ECK4278	b4288	fecD	fecD		4	0.3	10													34.1	10.6	h	KpLE2 phage-like element; iron-dicitrate transporter subunit membrane component of ABC superfamily	Integral Membrane Protein		
JW4250	ECK4280	b4290	fecB	fecB		9	0.8	28													33.1	9.7	h	KpLE2 phage-like element; iron-dicitrate transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53807; Helical backbone
JW4253	ECK4283	b4293	fecI	fecI		16	0.4	8	22.59	28.85	42.67	86.96	2.787	2.788	1.937	2.413	54.24	54.26	37.69	46.95	19.459	6.92	h	KpLE2 phage-like element; RNA polymerase, sigma 19 factor	Cytoplasmic		
JW5775	ECK4287	b4298	yjhH	yjhH		8	2	65	7.86	9.31	83.11	30.09	3.872	2.808	2.939	2.469	126.56	91.78	96.04	80.68	32.682	6.15	h	KpLE2 phage-like element; predicted lyase/synthase	Cytoplasmic		51569; Aldolase
JW4261	ECK4288	b4299	yjhI	yjhI		8	1.8	53	13.99	23.13	60.96	42.95	2.234	1.765	2.574	2	66.69	52.7	76.84	59.7	29.854	9.01	h	KpLE2 phage-like element; predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW4262	ECK4289	b4300	sgcR	sgcR	yjhJ	11	0.4	13	11.8	12.54	69.71	47.21	0.606	0.829	0.865	0.753	17.71	24.24	25.3	22.02	29.239	6.95	h	KpLE2 phage-like element; predicted DNA-binding transcriptional regulator	Cytoplasmic		
JW4263	ECK4290	b4301	sgcE	sgcE	yjhK	5	0.5	12	8.93	23.5	44.26	23.87	2.486	2.291	2.337	2.594	57.66	53.13	54.19	60.16	23.191	6.6	h	KpLE2 phage-like element; predicted epimerase	Cytoplasmic		51366; Ribulose-phoshate binding barrel
JW4265	ECK4292	b4303	sgcQ	sgcQ	yjhM	8	0.6	18	7.35	14.91	67.68	29.68	0.876	0.894	1.087	0.747	25.69	26.22	31.87	21.91	29.321	6.35	h	KpLE2 phage-like element; predicted nucleoside triphosphatase	Cytoplasmic		51395; FMN-linked oxidoreductases
JW4268	ECK4296	b4306	yjhP	yjhP		15	1.3	37	9.05	12.03	51.63	42.55	3.372	2.88	3.703	3.23	92.1	78.66	101.15	88.23	27.316	5.46	h	KpLE2 phage-like element; predicted methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW5778	ECK4302	b4311	yjhA	yjhA		9	1.5	42													27.9	9.1	t	N-acetylnuraminic acid outer membrane channel protein	Periplasmic		56925; Outer membrane protein
JW4276	ECK4304	b4313	fimE	fimE	pilH -!- hyp	13	0.6	15	9.19	17.76	39.88	47.4	2.977	3.064	3.095	3.394	68.79	70.81	71.52	78.43	23.108	10.41	r	tyrosine recombinase/inversion of on/off regulator of fimA	Cytoplasmic		56349; DNA breaking-rejoining enzymes
JW5779	ECK4306	b4315	fimI	fimI		38	0.5	10													19.4	10.2	s	fimbrial protein involved in type 1 pilus biosynthesis	Periplasmic		49401; Bacterial adhesins
JW4282	ECK4310	b4319	fimG	fimG	pilD	73	0.7	12													17.3	7.2	s	minor component of type 1 fimbriae	Periplasmic		49401; Bacterial adhesins
JW4283	ECK4311	b4320	fimH	fimH	pilE	20	1.1	35													31.4	8.2	s	minor component of type 1 fimbriae	Membrane Anchored	1KLF	49401; Bacterial adhesins
JW4288	ECK4316	b4325	yjiC	yjiC		25	1.1	33	18.12	36.95	67.86	64.74	2.063	2.105	2.154	1.958	63.04	64.33	65.82	59.84	30.56	6.56	o	predicted protein	Cytoplasmic		
JW4290	ECK4318	b4327	yjiE	yjiE		28	0.3	9	25.79	60.91	76.43	66.69	0.363	0.402	0.425	0.381	12.58	13.93	14.73	13.19	34.672	6.24	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix 53850; Periplasmic binding protein-like II
JW5783	ECK4321	b4330	yjiH	yjiH		17	1.3	30													23.8	7.3	pm	conserved inner membrane protein	Integral Membrane Protein		
JW5784	ECK4322	b4331	kptA	kptA	yjiI	97	0.6	12													20.5	10	e	2'-phosphotransferase	Cytoplasmic		
JW5785	ECK4325	b4334	yjiL	yjiL		10	1.4	37	9.87	15.26	67.99	26.85	3.349	2.989	3.038	2.767	91.2	81.38	82.71	75.32	27.227	7.2	pe	predicted ATPase, activator of (R)-hydroxyglutaryl-CoA dehydratase	Cytoplasmic		53067; Actin-like ATPase domain
JW4302	ECK4330	b4339	yjiQ	yjiQ		19	0.5	10	25.72	39.01	81.93	79.84	1.961	2.353	2.643	2.681	42.65	51.18	57.48	58.3	21.746	6.96	ph	predicted transposase	Cytoplasmic		
JW4314	ECK4341	b4351	mrr	mrr	mcrF	26	0.5	15	23.15	35.7	41	70.48	0.625	0.656	0.662	0.68	20.93	21.98	22.15	22.78	33.483	6.32	e	methylated adenine and cytosine restriction protein	Cytoplasmic		
JW5790	ECK4342	b4352	yjiA	yjiA		90	0.6	22													35.6	5	pe	predicted GTPase	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases 90002; Hypothetical protein YjiA, C-terminal domain
JW5792	ECK4347	b4357	yjjM	yjjM		11	0.6	22	12.58	16.13	55.88	31.63	0.93	1.114	1.046	1.049	32.88	39.4	36.98	37.1	35.37	7.2	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW5795	ECK4350	b4360	yjjA	yjjA		100	0.8	13													17.3	7.2	o	conserved protein	Periplasmic		
JW4326	ECK4352	b4362	dnaT	dnaT		46	0.5	9													19.4	6.2	f	DNA biosynthesis protein (primosomal protein I)	Cytoplasmic		
JW5796	ECK4354	b4364	yjjP	yjjP		16	1.1	30													28	8.5	pm	predicted inner membrane protein	Integral Membrane Protein		
JW4329	ECK4355	b4365	yjjQ	yjjQ		17	0.5	14	23.99	30.76	75.95	75.04	0.731	0.886	0.718	0.822	19.74	23.94	19.39	22.2	27.009	8.19	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46894; C-terminal, effector domain of the bipartite response regulators
JW4331	ECK4357	b4367	fhuF	fhuF	yjjS	29	1.1	33	36.48	58.37	51.17	96.97	1.885	1.885	1.961	1.606	56.71	56.71	58.99	48.32	30.083	6.65	c	ferric iron reductase involved in ferric hydroximate transport	Cytoplasmic		
JW4336	ECK4365	b4374	yjjG	yjjG		52	2.3	59													25.3	5.4	pe	predicted hydrolase	Cytoplasmic		56784; HAD-like
JW4338	ECK4367	b4376	osmY	osmY	csi-5	109	1.1	23													21.1	8.2	cp	periplasmic protein	Periplasmic		
JW4341	ECK4370	b4378	yjjV	yjjV		13	1	29	13.39	21.45	91.25	30.46	1.355	1.244	1.552	1.676	39.13	35.94	44.83	48.4	28.881	6.82	pe	predicted DNase	Cytoplasmic		51556; Metallo-dependent hydrolases
JW4342	ECK4371	b4379	yjjW	yjjW		58	1.5	48													31.5	6.9	pe	predicted pyruvate formate lyase activating enzyme	Cytoplasmic		54862; 4Fe-4S ferredoxins
JW4344	ECK4373	b4381	deoC	deoC	dra -!- thyR -!- tlr	115	1.7	46													27.7	6.4	e	2-deoxyribose-5-phosphate aldolase, NAD(P)-linked	Cytoplasmic		51569; Aldolase
JW4347	ECK4376	b4384	deoD	deoD	pup	109	1.3	33													25.9	6.2	e	purine-nucleoside phosphorylase	Cytoplasmic	1PW7	53167; Purine and uridine phosphorylases
JW4350	ECK4379	b4387	ytjB	ytjB	smp	63	2.4	59													24.1	9.5	o	conserved protein	Membrane Anchored		
JW5801	ECK4386	b4394	yjjX	yjjX		70	1.2	23													18.2	6.7	pe	thiamin metabolism associated protein	Cytoplasmic		
JW4358	ECK4387	b4395	ytjC	ytjC	gpmB	56	0.6	15													24	6.3	e	phosphoglyceromutase 2, co-factor independent	Membrane Anchored		53254; Phosphoglycerate mutase-like
JW4359	ECK4388	b4396	rob	rob	cbpB -!- robA	13	0.5	17	16.84	40.08	58.06	50.4	2.497	2.472	3.194	3.299	82.67	81.86	105.76	109.24	33.113	7.71	r	DNA-binding transcriptional activator	Cytoplasmic	1D5Y	46689; Homeodomain-like 55136; Probable bacterial effector-binding domain
JW4361	ECK4390	b4398	creB	creB	yjjE -!- ORF2	86	0.4	9													26.1	7.3	r	DNA-binding response regulator in two-component regulatory system with CreC	Cytoplasmic		52172; CheY-like
JW4364	ECK4393	b4401	arcA	arcA	dye -!- fexA -!- msp -!- seg -!- sfrA -!- cpxC	90	0.4	12													27.3	5.8	r	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA	Cytoplasmic		52172; CheY-like
JW4366	ECK4395	b4403	yjtD	lasT		29	0.7	17	28.29	38.02	77.38	76.14	3.918	3.174	4.757	3.79	98.85	80.08	120.02	95.63	25.231	6.31	pe	predicted rRNA methyltransferase	Cytoplasmic		
JW3102	ECK3121	b3133	agaV	agaV	yhaY	77	0.5	8													17.1	6.9	t	N-acetylgalactosamine-specific enzyme IIB component of PTS	Cytoplasmic		52728; Fructose permease, subunit IIb
JW3103	ECK3122	b3134	agaW	agaW	yhaZ	10	0.6	8													13.7	8	su	N-acetylgalactosamine-specific enzyme IIC component of PTS, fragment (pseudogene)	Integral Membrane Protein		
JW3107	ECK3126	b3138	agaB	agaB	yraD	80	0.7	13													17.6	7.9	t	N-acetylgalactosamine-specific enzyme IIB component of PTS	Cytoplasmic		52728; Fructose permease, subunit IIb
JW3117	ECK3136	b3148	yraN	yraN		97	1.2	17													14.8	10.6	d	conserved protein	Cytoplasmic		52980; Restriction endonuclease-like
JW3123	ECK3142	b3154	yhbP	yhbP		86	0.4	7													16.8	9.6	o	conserved protein	Cytoplasmic		
JW3124	ECK3143	b3155	yhbQ	yhbQ		112	1.5	17													11.3	10.5	pe	predicted endonuclease	Cytoplasmic		
JW3134	ECK3154	b3165	rpsO	rpsO	secC	129	0.8	8													10.3	11.1	s	30S ribosomal subunit protein S15	Cytoplasmic	1P87	47060; S15/NS1 RNA-binding domain
JW3136	ECK3156	b3167	rbfA	rbfA	yhbB -!- P15b -!- p15B -!- sdr-43	68	0.6	10													15.1	8.2	s	30s ribosome binding factor	Cytoplasmic	1KKG	
JW5533	ECK3159	b3170	yhbC	yhbC		111	0.8	13													16.6	5.3	d	conserved protein	Cytoplasmic		
JW3142	ECK3164	b3175	secG	secG	prlH	49	1.1	13													11.4	9.1	t	preprotein translocase membrane subunit	Integral Membrane Protein		
JW3147	ECK3169	b3180	yhbY	yhbY		87	1	11													10.8	10.1	pf	predicted RNA-binding protein	Cytoplasmic	1LN4	
JW3148	ECK3170	b3181	greA	greA		87	1	18													17.6	5.2	f	transcription elongation factor	Cytoplasmic		46557; GreA transcript cleavage protein, N-terminal domain 54534; FKBP-like
JW3152	ECK3174	b3185	rpmA	rpmA	rpz	34	3.1	29													9.1	11.3	s	50S ribosomal subunit protein L27	Cytoplasmic	1P86	
JW3153	ECK3175	b3186	rplU	rplU		56	0.9	10													11.6	10.5	s	50S ribosomal subunit protein L21	Cytoplasmic		
JW3170	ECK3192	b3203	yhbH	yhbH	rp5M	89	1.8	19													10.7	8.2	pf	predicted ribosome-associated, sigma 54 modulation protein	Cytoplasmic		69754; Ribosome binding protein Y (HI0257, YfiA homologue)
JW3173	ECK3195	b3206	npr	npr	ptsO -!- rpoR -!- yhbK	78	0.6	6													9.8	5	t	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)	Cytoplasmic		55594; HPr-like
JW3184	ECK3207	b3217	yhcE	yhcE_1		21	0.4	6													17.1	9.3	su	predicted protein, N-ter fragment (pseudogene)	Periplasmic		
JW3190	ECK3210	b3221	yhcH	yhcH		87	0.6	11													17	5.9	o	conserved protein	Cytoplasmic		
JW3199	ECK3219	b3230	rpsI	rpsI		113	0.8	12													14.9	11.6	s	30S ribosomal subunit protein S9	Cytoplasmic	1P87	54211; Ribosomal protein S5 domain 2-like
JW3200	ECK3220	b3231	rplM	rplM		76	1.9	30													16	10.5	s	50S ribosomal subunit protein L13	Cytoplasmic	1P86	52161; Ribosomal protein L13
JW5539	ECK3222	b3233	yhcB	yhcB		83	0.7	10													14.9	6.9	o	conserved protein	Membrane Anchored		
JW3206	ECK3226	b3237	argR	argR	xerA -!- Rarg	91	1	17													17	6.2	r	DNA-binding transcriptional dual regulator, L-arginine-binding	Cytoplasmic		46785; Winged helix 55252; C-terminal domain of arginine repressor
JW3208	ECK3228	b3239	yhcO	yhcO		76	0.6	6													10.8	5.2	pr	predicted barnase inhibitor	Cytoplasmic		52038; Barstar (barnase inhibitor)
JW5541	ECK3231	b3242	aaeX	aaeX	yhcR	34	1.2	10													7.8	8.7	t	membrane protein of efflux system	Integral Membrane Protein		
JW3223	ECK3242	b3255	accB	accB	fabE	95	1	16													16.7	5.3	e	acetyl CoA carboxylase, BCCP subunit	Cytoplasmic		51230; Single hybrid motif
JW3225	ECK3244	b3257	yhdT	yhdT		43	1	9													9.1	7.3	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3229	ECK3248	b3261	fis	fis	nbp	110	2.1	23													11.2	10.1	r	global DNA-binding transcriptional dual regulator	Cytoplasmic	1ETY	48283; FIS-like
JW3231	ECK3250	b3263	yhdU	yhdU		82	0.4	3													7.2	7.8	pm	predicted membrane protein	Membrane Anchored		
JW3235	ECK3254	b3267	yhdV	yhdV		30	1.1	8													7.4	8	pm	predicted outer membrane protein	Outer Membrane Lipoprotein		
JW3241	ECK3267	b3280	yrdB	yrdB		102	0.7	7													10	4.8	o	conserved protein	Cytoplasmic		
JW3245	ECK3271	b3284	smg	smg		101	0.5	9													18.5	4.2	o	conserved protein	Cytoplasmic		
JW3252	ECK3277	b3291	mscL	mscL	yhdC	67	0.4	6													14.9	9	t	mechanosensitive channel	Integral Membrane Protein		56869; Membrane all-alpha
JW3253	ECK3278	b4550	yhdL	yhdL		136	1.9	15													8.2	11	o	conserved protein	Cytoplasmic		
JW3254	ECK3279	b3292	zntR	zntR	yhdM	71	0.3	6													16.2	6.9	r	DNA-binding transcriptional activator	Cytoplasmic		46955; Putative DNA-binding domain
JW3256	ECK3281	b3294	rplQ	rplQ		77	1.7	24													14.4	11.7	s	50S ribosomal subunit protein L17	Cytoplasmic	1P86	64263; Prokaryotic ribosomal protein L17
JW3259	ECK3284	b3297	rpsK	rpsK		81	0.7	10													13.8	11.9	s	30S ribosomal subunit protein S11	Cytoplasmic	1P87	53137; Translational machinery components
JW3260	ECK3285	b3298	rpsM	rpsM		99	1.1	14													13.1	11.4	s	30S ribosomal subunit protein S13	Cytoplasmic	1P87	46946; Ribosomal protein S13
JW3263	ECK3288	b3301	rplO	rplO		64	1	15													15	11.8	s	50S ribosomal subunit protein L15	Cytoplasmic		52080; Ribosomal proteins L15p and L18e
JW3264	ECK3289	b3302	rpmD	rpmD		101	1	6													6.5	11.7	s	50S ribosomal subunit protein L30	Cytoplasmic	1P86	55129; Ribosomal protein L30p/L7e
JW3268	ECK3293	b3306	rpsH	rpsH		86	1.4	20													14.1	10.1	s	30S ribosomal subunit protein S8	Cytoplasmic	1S03	56047; Ribosomal protein S8
JW3269	ECK3294	b3307	rpsN	rpsN		112	0.5	6													11.6	11.8	s	30S ribosomal subunit protein S14	Cytoplasmic	1P87	57716; Glucocorticoid receptor-like (DNA-binding domain)
JW3271	ECK3296	b3309	rplX	rplX		112	1.5	17													11.3	10.9	s	50S ribosomal subunit protein L24	Cytoplasmic	1P86	50104; Translation proteins SH3-like domain
JW3272	ECK3297	b3310	rplN	rplN		71	1.5	21													13.5	11.1	s	50S ribosomal subunit protein L14	Cytoplasmic	1P86	50193; Ribosomal protein L14
JW3273	ECK3298	b3311	rpsQ	rpsQ	neaA -!- nea	83	1.6	15													9.7	10.3	s	30S ribosomal subunit protein S17	Cytoplasmic	1P87	50249; Nucleic acid-binding proteins
JW3275	ECK3300	b3313	rplP	rplP		90	1.3	19													15.3	11.8	s	50S ribosomal subunit protein L16	Cytoplasmic	1P86	54686; Ribosomal protein L10e
JW3277	ECK3302	b3315	rplV	rplV	eryB	82	0.5	7													12.2	10.9	s	50S ribosomal subunit protein L22	Cytoplasmic		54843; Ribosomal protein L22
JW3278	ECK3303	b3316	rpsS	rpsS		91	0.9	9													10.4	11.2	s	30S ribosomal subunit protein S19	Cytoplasmic	1P87	54570; Ribosomal protein S19
JW3280	ECK3305	b3318	rplW	rplW		70	3.8	43													11.2	10.6	s	50S ribosomal subunit protein L23	Cytoplasmic		54189; Ribosomal proteins L23 and L15e
JW3290	ECK3315	b3328	gspG	gspG	hofG -!- hopG	47	0.6	9													15.9	6.4	pt	pseudopilin, cryptic, general secretion pathway	Membrane Anchored		54523; Pilin
JW5706	ECK3317	b3330	gspI	gspI	yheH	61	1.7	23													13.9	6	pt	general secretory pathway component, cryptic	Periplasmic		
JW3298	ECK3323	b3336	bfr	bfr		96	0.3	5													18.5	5.2	c	bacterioferritin, iron storage and detoxification protein	Cytoplasmic	1BFR	47240; Ferritin-like
JW3304	ECK3329	b3342	rpsL	rpsL	asuB -!- strA	84	3.5	49													13.7	11.5	s	30S ribosomal subunit protein S12	Cytoplasmic	1P87	50249; Nucleic acid-binding proteins
JW3319	ECK3344	b3356	yhfA	yhfA		99	0.2	4													14.5	6.6	d	conserved protein	Cytoplasmic	1ML8	
JW3329	ECK3354	b3366	nirD	nirD		92	0.7	9													12.3	6.4	e	nitrite reductase, NAD(P)H-binding, small subunit	Cytoplasmic		50022; ISP domain
JW5697	ECK3365	b3378	yhfU	yhfU		90	0.8	9													12.5	9.1	o	predicted protein	Membrane Anchored		
JW3356	ECK3380	b3393	yrfB	yrfB		20	0.3	6													16.8	6.5	pm	conserved membrane protein	Membrane Anchored		
JW3363	ECK3387	b3400	hslR	hslR	yrfH -!- hsp15	103	1.5	23													15.5	10.6	f	ribosome-associated heat shock protein Hsp15	Cytoplasmic		55174; Alpha-L RNA-binding motif
JW3369	ECK3393	b3406	greB	greB		117	0.6	11													18.5	8.9	f	transcription elongation factor	Cytoplasmic		46557; GreA transcript cleavage protein, N-terminal domain 54534; FKBP-like
JW3390	ECK3413	b3427	yzgL	yzgL		30	0.9	9													10.1	8.6	o	predicted protein	Integral Membrane Protein		
JW5864	ECK3429	b3443	yrhA	yrhA		38	1.1	18													15.8	5.3	o	conserved protein	Cytoplasmic		
JW3413	ECK3432	b3448	yhhA	yhhA		108	0.7	12													16.6	11.6	o	conserved protein	Periplasmic		
JW3424	ECK3443	b3459	yhhK	yhhK	livL	119	1.1	15													14.5	8.2	d	conserved protein	Cytoplasmic		
JW5683	ECK3450	b3466	yhhL	yhhL		47	0.9	9													10.2	11.3	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3432	ECK3451	b3467	yhhM	yhhM		75	0.3	3													13.5	10.7	o	conserved protein	Membrane Anchored		
JW3435	ECK3454	b3470	yhhP	yhhP	sirA	97	1.2	11													9.1	6.8	f	conserved protein required for cell growth	Cytoplasmic	1DCJ	64307; SirA-like
JW3446	ECK3465	b3481	nikR	nikR	yhhG	80	1.5	23													15.1	6.4	r	DNA-binding transcriptional regulator, Ni-binding	Cytoplasmic		
JW3449	ECK3467	b3483	yhhH	yhhH		52	0.8	11													14.5	8.3	o	predicted protein	Membrane Anchored		
JW5674	ECK3474	b3489	yhiK	yhiK		104	0.3	5													15.1	8.6	su	predicted protein (pseudogene)	Cytoplasmic		
JW3461	ECK3479	b3494	yhiO	yhiO	uspB	58	1.9	25													13	9.3	pf	predicted universal stress (ethanol tolerance) protein B	Integral Membrane Protein		
JW3462	ECK3480	b3495	uspA	uspA		80	0.5	8													16	6	f	universal stress global response regulator	Cytoplasmic		52431; ETFP adenine nucleotide-binding domain-like
JW3468	ECK3486	b3501	arsR	arsR	arsE	29	1.4	18	15.57	18.3	14.49	16.01	3.785	4.105	4.176	3.914	50.12	54.35	55.29	51.83	13.242	8.19	r	DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW3470	ECK3488	b3503	arsC	arsC	arsG	92	0.8	13													15.8	6.6	e	arsenate reductase	Cytoplasmic	1I9D	52833; Thioredoxin-like
JW5669	ECK3493	b3509	hdeB	hdeB	yhhD -!- yhiC	63	0.5	6													12	7.8	pf	acid-resistance protein	Periplasmic		
JW3478	ECK3494	b3510	hdeA	hdeA	yhhC -!- yhiB	108	1	12													11.8	7.2	pf	stress response protein acid-resistance protein	Periplasmic	1DJ8	47752; Protein HNS-dependent expression A; HdeA
JW5663	ECK3522	b3537	bcsF	bcsF	yhjT	68	0.8	6													7.4	11.9	o	predicted protein	Membrane Anchored		
JW3519	ECK3537	b3550	yiaC	yiaC		22	0.5	8	13.49	29.98	58.53	52.11	3.274	3.038	2.994	2.338	55.94	51.91	51.15	39.95	17.087	7.8	pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain	Cytoplasmic		55729; Acyl-CoA N-acyltransferases (Nat)
JW3524	ECK3542	b3555	yiaG	yiaG		92	0.5	5													11	9.1	pr	predicted transcriptional regulator	Cytoplasmic		47413; lambda repressor-like DNA-binding domains
JW3525	ECK3543	b3556	cspA	cspA		92	1.2	9													7.4	8.2	f	major cold shock protein	Cytoplasmic	1MJC	50249; Nucleic acid-binding proteins
JW3526	ECK3544	b4455	hokA	hokA	yiaZ	110	0.7	4													6	8.4	f	toxic polypeptide, small	Membrane Anchored		
JW3532	ECK3549	b4553	ysaB	ysaB		36	0.8	9													11.3	8.7	o	predicted protein	Outer Membrane Lipoprotein		
JW3534	ECK3551	b3562	yiaA	yiaA		59	0.4	7													16.1	7.3	pm	conserved inner membrane protein	Integral Membrane Protein		
JW5654	ECK3552	b3563	yiaB	yiaB		38	0.8	10													12.5	9.6	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3545	ECK3562	b3573	yiaI	yiaI	ysaA	37	0.7	13													17.4	7.6	pc	predicted hydrogenase, 4Fe-4S ferredoxin-type component	Cytoplasmic		54862; 4Fe-4S ferredoxins
JW3548	ECK3565	b3576	yiaL	yiaL		7	1	17	5.63	10.36	25.53	63.91	4.766	4.075	4.489	3.996	83.54	71.43	78.69	70.03	17.528	6.3	o	conserved protein	Cytoplasmic		
JW3549	ECK3566	b3577	yiaM	yiaM		14	0.6	11													17.5	8.7	pt	predicted transporter	Integral Membrane Protein		
JW3559	ECK3576	b3587	yiaW	yiaW		21	0.7	8													12.4	9	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3570	ECK3585	b3596	yibG	yibG		19	0.2	3													18.1	9.9	o	conserved protein	Periplasmic		
JW3572	ECK3587	b3598	yibI	yibI		33	0.9	12													13.9	7.6	pm	predicted inner membrane protein	Integral Membrane Protein		
JW3576	ECK3591	b4554	yibT	yibT		77	0.6	5													8	10.1	o	predicted protein	Cytoplasmic		
JW3581	ECK3596	b3606	yibK	yibK		64	0.5	10													17.7	7.4	pe	predicted rRNA methylase	Cytoplasmic		
JW3584	ECK3599	b3609	secB	secB		89	0.6	11													17.2	4.8	f	protein export chaperone	Cytoplasmic	1QYN	54611; Bacterial protein-export protein SecB
JW3585	ECK3600	b3610	grxC	grxC	yibM	80	0.8	8													9.1	8	c	glutaredoxin 3	Cytoplasmic	1FOV	52833; Thioredoxin-like
JW3586	ECK3601	b3611	yibN	yibN		48	1.5	23													15.6	10.1	pe	predicted rhodanese-related sulfurtransferase	Membrane Anchored		52821; Rhodanese/Cell cycle control phosphatase
JW3609	ECK3624	b3634	coaD	coaD	kdtB -!- yicA	94	1.9	34													17.8	7.6	e	pantetheine-phosphate adenylyltransferase	Cytoplasmic	1GN8	52374; Nucleotidylyl transferase
JW3612	ECK3627	b3637	rpmB	rpmB		55	2.1	19													9	12	s	50S ribosomal subunit protein L28	Cytoplasmic		
JW3615	ECK3630	b3640	dut	dut	dnaS -!- sof	97	0.6	10													16.1	6.2	e	deoxyuridinetriphosphatase	Cytoplasmic	1EUW	51283; Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase)
JW3624	ECK3639	b3649	rpoZ	rpoZ	spoS	82	1.1	12													10.2	6.4	e	RNA polymerase, omega subunit	Cytoplasmic		63562; RNA polymerase omega subunit
JW5637	ECK3654	b3663	yicN	yicN		24	1	18													17.2	8.2	d	conserved protein	Membrane Anchored		52467; DHS-like NAD/FAD-binding domain
JW3645	ECK3661	b3670	ilvN	ilvN		99	0.4	5													11.1	6.9	e	acetolactate synthase I, small subunit	Cytoplasmic		55021; Regulatory domain in the aminoacid metabolism
JW3651	ECK3666	b3675	yidG	yidG		21	0.3	5													13.8	11.3	pm	predicted inner membrane protein	Integral Membrane Protein		
JW3652	ECK3667	b3676	yidH	yidH		20	0.7	8													12.8	9.7	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3653	ECK3668	b3677	yidI	yidI	o149	28	0.4	6													15.7	9.7	pm	predicted inner membrane protein	Integral Membrane Protein		
JW3663	ECK3678	b3686	ibpB	ibpB	hslS -!- htpE	128	0.5	9													16.1	6.4	f	heat shock chaperone	Cytoplasmic		49764; HSP20-like chaperones
